addrCd,gungu,sido,resNm,rnum,csForCnt,csNatCnt
1117,용산구,서울특별시,국립중앙박물관,6,0,240861
1111,종로구,서울특별시,서울역사박물관,7,0,128120
1114,중구,서울특별시,덕수궁,8,12037,85548
1114,중구,서울특별시,서울시립미술관 본관,9,0,56024
1135,노원구,서울특별시,태릉 ·  강릉 · 조선왕릉전시관,10,1,8029
1141,서대문구,서울특별시,서대문형무소역사관,11,0,66009
1141,서대문구,서울특별시,서대문자연사박물관,12,0,24078
1144,마포구,서울특별시,트릭아이미술관,13,0,11577
1165,서초구,서울특별시,헌릉ㆍ인릉,14,255,5212
1168,강남구,서울특별시,선릉·정릉,15,3038,43184
1171,송파구,서울특별시,롯데월드,16,23615,446939
1111,종로구,서울특별시,창덕궁,1,33678,151833
1111,종로구,서울특별시,운현궁,2,0,27575
1111,종로구,서울특별시,경복궁,3,80539,438567
1111,종로구,서울특별시,창경궁,4,1872,78017
1111,종로구,서울특별시,종묘,5,15798,56106
1117,용산구,서울특별시,국립중앙박물관,6,0,307969
1111,종로구,서울특별시,서울역사박물관,7,0,155529
1114,중구,서울특별시,덕수궁,8,11964,103100
1114,중구,서울특별시,서울시립미술관 본관,9,0,279310
1135,노원구,서울특별시,태릉 ·  강릉 · 조선왕릉전시관,10,0,17108
1141,서대문구,서울특별시,서대문형무소역사관,11,0,72267
1141,서대문구,서울특별시,서대문자연사박물관,12,0,25593
1144,마포구,서울특별시,트릭아이미술관,13,0,9507
1165,서초구,서울특별시,헌릉ㆍ인릉,14,314,6201
1168,강남구,서울특별시,선릉·정릉,15,3728,44836
1171,송파구,서울특별시,롯데월드,16,18532,474422
1111,종로구,서울특별시,창덕궁,1,34882,108262
1111,종로구,서울특별시,운현궁,2,0,13609
1111,종로구,서울특별시,경복궁,3,70120,252185
1111,종로구,서울특별시,창경궁,4,2223,40319
1111,종로구,서울특별시,종묘,5,17166,28144
1117,용산구,서울특별시,국립중앙박물관,6,0,214570
1111,종로구,서울특별시,서울역사박물관,7,0,115230
1114,중구,서울특별시,덕수궁,8,10549,81489
1114,중구,서울특별시,서울시립미술관 본관,9,0,178302
1135,노원구,서울특별시,태릉 ·  강릉 · 조선왕릉전시관,10,2,8912
1141,서대문구,서울특별시,서대문형무소역사관,11,0,65633
1141,서대문구,서울특별시,서대문자연사박물관,12,0,25607
1144,마포구,서울특별시,트릭아이미술관,13,0,6916
1165,서초구,서울특별시,헌릉ㆍ인릉,14,419,5840
1168,강남구,서울특별시,선릉·정릉,15,4998,38306
1171,송파구,서울특별시,롯데월드,16,27591,335882
1111,종로구,서울특별시,창덕궁,1,33502,91527
1111,종로구,서울특별시,운현궁,2,0,10498
1111,종로구,서울특별시,경복궁,3,141034,275074
1111,종로구,서울특별시,창경궁,4,2415,31333
1111,종로구,서울특별시,종묘,5,17675,25886
1117,용산구,서울특별시,국립중앙박물관,6,0,331836
1111,종로구,서울특별시,서울역사박물관,7,0,116639
1114,중구,서울특별시,덕수궁,8,11172,81544
1114,중구,서울특별시,서울시립미술관 본관,9,0,34784
1135,노원구,서울특별시,태릉 ·  강릉 · 조선왕릉전시관,10,31,3562
1141,서대문구,서울특별시,서대문형무소역사관,11,0,22029
1141,서대문구,서울특별시,서대문자연사박물관,12,0,29552
1144,마포구,서울특별시,트릭아이미술관,13,0,18544
1165,서초구,서울특별시,헌릉ㆍ인릉,14,349,2053
1168,강남구,서울특별시,선릉·정릉,15,4072,22506
1171,송파구,서울특별시,롯데월드,16,53028,478147
1111,종로구,서울특별시,창덕궁,1,39302,134374
1111,종로구,서울특별시,운현궁,2,0,6490
1111,종로구,서울특별시,경복궁,3,169329,386264
1111,종로구,서울특별시,창경궁,4,3315,48915
1111,종로구,서울특별시,종묘,5,20088,33560
1117,용산구,서울특별시,국립중앙박물관,6,0,554395
1111,종로구,서울특별시,서울역사박물관,7,0,127048
1114,중구,서울특별시,덕수궁,8,14866,116552
1114,중구,서울특별시,서울시립미술관 본관,9,0,79331
1135,노원구,서울특별시,태릉 ·  강릉 · 조선왕릉전시관,10,26,5349
1141,서대문구,서울특별시,서대문형무소역사관,11,0,90282
1141,서대문구,서울특별시,서대문자연사박물관,12,0,45851
1144,마포구,서울특별시,트릭아이미술관,13,3714,35706
1165,서초구,서울특별시,헌릉ㆍ인릉,14,463,3571
1168,강남구,서울특별시,선릉·정릉,15,4714,30516
1171,송파구,서울특별시,롯데월드,16,60790,658148
1111,종로구,서울특별시,창덕궁,1,47017,143467
1111,종로구,서울특별시,운현궁,2,0,35130
1111,종로구,서울특별시,경복궁,3,152005,437683
1111,종로구,서울특별시,창경궁,4,1982,58076
1111,종로구,서울특별시,종묘,5,22209,35330
1117,용산구,서울특별시,국립중앙박물관,6,0,223776
1111,종로구,서울특별시,서울역사박물관,7,0,106764
1114,중구,서울특별시,덕수궁,8,13452,128343
1114,중구,서울특별시,서울시립미술관 본관,9,0,57239
1135,노원구,서울특별시,태릉 ·  강릉 · 조선왕릉전시관,10,26,8680
1141,서대문구,서울특별시,서대문형무소역사관,11,0,30466
1141,서대문구,서울특별시,서대문자연사박물관,12,0,18775
1144,마포구,서울특별시,트릭아이미술관,13,1114,9325
1165,서초구,서울특별시,헌릉ㆍ인릉,14,375,5548
1168,강남구,서울특별시,선릉·정릉,15,5905,43319
1171,송파구,서울특별시,롯데월드,16,30581,376451
1111,종로구,서울특별시,창덕궁,1,53165,222484
1111,종로구,서울특별시,운현궁,2,0,33436
1111,종로구,서울특별시,경복궁,3,164752,518742
1111,종로구,서울특별시,창경궁,4,2990,97869
1111,종로구,서울특별시,종묘,5,26324,45339
1117,용산구,서울특별시,국립중앙박물관,6,0,263728
1111,종로구,서울특별시,서울역사박물관,7,0,103723
1114,중구,서울특별시,덕수궁,8,18972,137870
1114,중구,서울특별시,서울시립미술관 본관,9,0,76839
1135,노원구,서울특별시,태릉 ·  강릉 · 조선왕릉전시관,10,47,16681
1141,서대문구,서울특별시,서대문형무소역사관,11,0,56041
1141,서대문구,서울특별시,서대문자연사박물관,12,0,27909
1144,마포구,서울특별시,트릭아이미술관,13,2046,8386
1165,서초구,서울특별시,헌릉ㆍ인릉,14,441,7901
1168,강남구,서울특별시,선릉·정릉,15,6542,44530
1171,송파구,서울특별시,롯데월드,16,33938,509114
1111,종로구,서울특별시,창덕궁,1,62683,160836
1111,종로구,서울특별시,운현궁,2,0,20705
1111,종로구,서울특별시,경복궁,3,126301,304318
1111,종로구,서울특별시,창경궁,4,3469,61697
1111,종로구,서울특별시,종묘,5,23679,37579
1117,용산구,서울특별시,국립중앙박물관,6,0,199058
1111,종로구,서울특별시,서울역사박물관,7,0,85835
1114,중구,서울특별시,덕수궁,8,16045,107467
1114,중구,서울특별시,서울시립미술관 본관,9,0,112560
1135,노원구,서울특별시,태릉 ·  강릉 · 조선왕릉전시관,10,32,5795
1141,서대문구,서울특별시,서대문형무소역사관,11,0,39012
1141,서대문구,서울특별시,서대문자연사박물관,12,0,27599
1144,마포구,서울특별시,트릭아이미술관,13,3329,7909
1165,서초구,서울특별시,헌릉ㆍ인릉,14,441,3413
1168,강남구,서울특별시,선릉·정릉,15,7176,33425
1171,송파구,서울특별시,롯데월드,16,30793,454189
1111,종로구,서울특별시,창덕궁,1,44722,75991
1111,종로구,서울특별시,운현궁,2,0,11017
1111,종로구,서울특별시,경복궁,3,132399,237330
1111,종로구,서울특별시,창경궁,4,3133,21267
1111,종로구,서울특별시,종묘,5,18226,24223
1117,용산구,서울특별시,국립중앙박물관,6,0,233828
1111,종로구,서울특별시,서울역사박물관,7,0,93554
1114,중구,서울특별시,덕수궁,8,13935,52140
1114,중구,서울특별시,서울시립미술관 본관,9,0,61115
1135,노원구,서울특별시,태릉 ·  강릉 · 조선왕릉전시관,10,10,1885
1141,서대문구,서울특별시,서대문형무소역사관,11,0,32412
1141,서대문구,서울특별시,서대문자연사박물관,12,0,19308
1144,마포구,서울특별시,트릭아이미술관,13,5214,6956
1165,서초구,서울특별시,헌릉ㆍ인릉,14,333,1823
1168,강남구,서울특별시,선릉·정릉,15,4704,16634
1171,송파구,서울특별시,롯데월드,16,52484,642290
1111,종로구,서울특별시,창덕궁,1,32210,31760
1111,종로구,서울특별시,운현궁,2,1093,6907
1111,종로구,서울특별시,경복궁,3,109310,114505
1111,종로구,서울특별시,창경궁,4,2295,17458
1111,종로구,서울특별시,종묘,5,12293,5856
1117,용산구,서울특별시,국립중앙박물관,6,6106,229035
1111,종로구,서울특별시,서울역사박물관,7,1161,93801
1114,중구,서울특별시,덕수궁,8,14033,40041
1114,중구,서울특별시,서울시립미술관 본관,9,0,66605
1135,노원구,서울특별시,태릉 ·  강릉 · 조선왕릉전시관,10,214,904
1141,서대문구,서울특별시,서대문형무소역사관,11,4783,17410
1141,서대문구,서울특별시,서대문자연사박물관,12,0,29042
1144,마포구,서울특별시,트릭아이미술관,13,8356,12797
1165,서초구,서울특별시,헌릉ㆍ인릉,14,154,1236
1168,강남구,서울특별시,선릉·정릉,15,3204,10750
1171,송파구,서울특별시,롯데월드,16,61180,528011
1111,종로구,서울특별시,창덕궁,1,33764,37326
1111,종로구,서울특별시,운현궁,2,1130,8111
1111,종로구,서울특별시,경복궁,3,79221,169684
1111,종로구,서울특별시,창경궁,4,2631,20267
1111,종로구,서울특별시,종묘,5,13879,5016
1117,용산구,서울특별시,국립중앙박물관,6,6973,161943
1111,종로구,서울특별시,서울역사박물관,7,1090,79407
1114,중구,서울특별시,덕수궁,8,11564,36900
1114,중구,서울특별시,서울시립미술관 본관,9,0,68784
1135,노원구,서울특별시,태릉 ·  강릉 · 조선왕릉전시관,10,143,796
1141,서대문구,서울특별시,서대문형무소역사관,11,4557,52249
1141,서대문구,서울특별시,서대문자연사박물관,12,0,18713
1144,마포구,서울특별시,트릭아이미술관,13,8536,15243
1165,서초구,서울특별시,헌릉ㆍ인릉,14,229,1273
1168,강남구,서울특별시,선릉·정릉,15,4310,11893
1171,송파구,서울특별시,롯데월드,16,32489,479020
1111,종로구,서울특별시,창덕궁,1,50318,50573
1111,종로구,서울특별시,운현궁,2,1602,10487
1111,종로구,서울특별시,경복궁,3,100000,233028
1111,종로구,서울특별시,창경궁,4,3861,27647
1111,종로구,서울특별시,종묘,5,20341,21429
1117,용산구,서울특별시,국립중앙박물관,6,9021,154580
1111,종로구,서울특별시,서울역사박물관,7,1441,106514
1114,중구,서울특별시,덕수궁,8,11675,40244
1114,중구,서울특별시,서울시립미술관 본관,9,0,45941
1135,노원구,서울특별시,태릉 ·  강릉 · 조선왕릉전시관,10,22,1757
1141,서대문구,서울특별시,서대문형무소역사관,11,3472,20586
1141,서대문구,서울특별시,서대문자연사박물관,12,0,30889
1144,마포구,서울특별시,트릭아이미술관,13,9705,12144
1165,서초구,서울특별시,헌릉ㆍ인릉,14,341,2657
1168,강남구,서울특별시,선릉·정릉,15,4746,20797
1171,송파구,서울특별시,롯데월드,16,27841,401717
1111,종로구,서울특별시,창덕궁,1,61918,101738
1111,종로구,서울특별시,운현궁,2,2439,16813
1111,종로구,서울특별시,경복궁,3,134279,336255
1111,종로구,서울특별시,창경궁,4,4553,75936
1111,종로구,서울특별시,종묘,5,24327,27411
1117,용산구,서울특별시,국립중앙박물관,6,12678,215851
1111,종로구,서울특별시,서울역사박물관,7,2078,133570
1114,중구,서울특별시,덕수궁,8,17003,66246
1114,중구,서울특별시,서울시립미술관 본관,9,0,65663
1135,노원구,서울특별시,태릉 ·  강릉 · 조선왕릉전시관,10,28,4126
1141,서대문구,서울특별시,서대문형무소역사관,11,3423,53840
1141,서대문구,서울특별시,서대문자연사박물관,12,0,30026
1144,마포구,서울특별시,트릭아이미술관,13,12132,9626
1165,서초구,서울특별시,헌릉ㆍ인릉,14,434,4695
1168,강남구,서울특별시,선릉·정릉,15,7214,42458
1171,송파구,서울특별시,롯데월드,16,33524,509788
1111,종로구,서울특별시,창덕궁,1,65797,133635
1111,종로구,서울특별시,운현궁,2,2631,24690
1111,종로구,서울특별시,경복궁,3,117936,481103
1111,종로구,서울특별시,창경궁,4,4117,80267
1111,종로구,서울특별시,종묘,5,24439,27823
1117,용산구,서울특별시,국립중앙박물관,6,15689,306757
1111,종로구,서울특별시,서울역사박물관,7,2123,269387
1114,중구,서울특별시,덕수궁,8,17252,89515
1114,중구,서울특별시,서울시립미술관 본관,9,0,156643
1135,노원구,서울특별시,태릉 ·  강릉 · 조선왕릉전시관,10,45,7100
1141,서대문구,서울특별시,서대문형무소역사관,11,5632,127886
1141,서대문구,서울특별시,서대문자연사박물관,12,0,23186
1144,마포구,서울특별시,트릭아이미술관,13,9398,12307
1165,서초구,서울특별시,헌릉ㆍ인릉,14,486,7436
1168,강남구,서울특별시,선릉·정릉,15,8016,49540
1171,송파구,서울특별시,롯데월드,16,23966,504975
1111,종로구,서울특별시,창덕궁,1,57013,76116
1111,종로구,서울특별시,운현궁,2,1856,17914
1111,종로구,서울특별시,경복궁,3,112631,224854
1111,종로구,서울특별시,창경궁,4,3319,47308
1111,종로구,서울특별시,종묘,5,23566,16248
1117,용산구,서울특별시,국립중앙박물관,6,16931,230204
1111,종로구,서울특별시,서울역사박물관,7,1743,182096
1114,중구,서울특별시,덕수궁,8,15057,69169
1114,중구,서울특별시,서울시립미술관 본관,9,0,139584
1135,노원구,서울특별시,태릉 ·  강릉 · 조선왕릉전시관,10,35,5086
1141,서대문구,서울특별시,서대문형무소역사관,11,3422,76369
1141,서대문구,서울특별시,서대문자연사박물관,12,0,33053
1144,마포구,서울특별시,트릭아이미술관,13,12082,10184
1165,서초구,서울특별시,헌릉ㆍ인릉,14,381,6406
1168,강남구,서울특별시,선릉·정릉,15,6890,36509
1171,송파구,서울특별시,롯데월드,16,34373,421214
1111,종로구,서울특별시,창덕궁,1,50216,48983
1111,종로구,서울특별시,운현궁,2,1916,10412
1111,종로구,서울특별시,경복궁,3,138101,193169
1111,종로구,서울특별시,창경궁,4,3350,26241
1111,종로구,서울특별시,종묘,5,18653,12400
1117,용산구,서울특별시,국립중앙박물관,6,20533,277935
1111,종로구,서울특별시,서울역사박물관,7,2175,160020
1114,중구,서울특별시,덕수궁,8,15909,43076
1114,중구,서울특별시,서울시립미술관 본관,9,0,103733
1135,노원구,서울특별시,태릉 ·  강릉 · 조선왕릉전시관,10,31,2031
1141,서대문구,서울특별시,서대문형무소역사관,11,5190,16839
1141,서대문구,서울특별시,서대문자연사박물관,12,0,31982
1144,마포구,서울특별시,트릭아이미술관,13,12279,16049
1165,서초구,서울특별시,헌릉ㆍ인릉,14,329,2111
1168,강남구,서울특별시,선릉·정릉,15,5546,21715
1171,송파구,서울특별시,롯데월드,16,53359,486936
1111,종로구,서울특별시,창덕궁,1,52796,52876
1111,종로구,서울특별시,운현궁,2,1999,9755
1111,종로구,서울특별시,경복궁,3,168712,202572
1111,종로구,서울특별시,창경궁,4,3565,26882
1111,종로구,서울특별시,종묘,5,20343,12345
1117,용산구,서울특별시,국립중앙박물관,6,20914,434529
1111,종로구,서울특별시,서울역사박물관,7,2175,181507
1114,중구,서울특별시,덕수궁,8,14081,45103
1114,중구,서울특별시,서울시립미술관 본관,9,0,156966
1135,노원구,서울특별시,태릉 ·  강릉 · 조선왕릉전시관,10,121,1714
1141,서대문구,서울특별시,서대문형무소역사관,11,8401,82241
1141,서대문구,서울특별시,서대문자연사박물관,12,0,43775
1144,마포구,서울특별시,트릭아이미술관,13,0,0
1165,서초구,서울특별시,헌릉ㆍ인릉,14,527,1593
1168,강남구,서울특별시,선릉·정릉,15,4672,17434
1171,송파구,서울특별시,롯데월드,16,81427,594598
1111,종로구,서울특별시,창덕궁,1,52775,76660
1111,종로구,서울특별시,운현궁,2,3209,34242
1111,종로구,서울특별시,경복궁,3,106412,296957
1111,종로구,서울특별시,창경궁,4,2736,42107
1111,종로구,서울특별시,종묘,5,22209,13121
1117,용산구,서울특별시,국립중앙박물관,6,13725,219211
1111,종로구,서울특별시,서울역사박물관,7,1666,175273
1114,중구,서울특별시,덕수궁,8,11711,49013
1114,중구,서울특별시,서울시립미술관 본관,9,0,79396
1135,노원구,서울특별시,태릉 ·  강릉 · 조선왕릉전시관,10,64,3278
1141,서대문구,서울특별시,서대문형무소역사관,11,6102,24364
1141,서대문구,서울특별시,서대문자연사박물관,12,0,21241
1144,마포구,서울특별시,트릭아이미술관,13,0,0
1165,서초구,서울특별시,헌릉ㆍ인릉,14,374,3848
1168,강남구,서울특별시,선릉·정릉,15,5628,32681
1171,송파구,서울특별시,롯데월드,16,38382,394611
1111,종로구,서울특별시,창덕궁,1,57349,144268
1111,종로구,서울특별시,운현궁,2,2457,29285
1111,종로구,서울특별시,경복궁,3,138532,520733
1111,종로구,서울특별시,창경궁,4,4008,125906
1111,종로구,서울특별시,종묘,5,16198,21956
1117,용산구,서울특별시,국립중앙박물관,6,20894,265513
1111,종로구,서울특별시,서울역사박물관,7,4047,125261
1114,중구,서울특별시,덕수궁,8,14512,143940
1114,중구,서울특별시,서울시립미술관 본관,9,0,147860
1135,노원구,서울특별시,태릉 ·  강릉 · 조선왕릉전시관,10,78,19554
1141,서대문구,서울특별시,서대문형무소역사관,11,5860,35768
1141,서대문구,서울특별시,서대문자연사박물관,12,0,25009
1144,마포구,서울특별시,트릭아이미술관,13,28799,12870
1165,서초구,서울특별시,헌릉ㆍ인릉,14,318,7365
1171,송파구,서울특별시,롯데월드,15,44389,500556
1111,종로구,서울특별시,창덕궁,1,45427,89575
1111,종로구,서울특별시,운현궁,2,1082,19029
1111,종로구,서울특별시,경복궁,3,113319,192476
1111,종로구,서울특별시,창경궁,4,3748,52830
1111,종로구,서울특별시,종묘,5,12797,15881
1117,용산구,서울특별시,국립중앙박물관,6,16857,231618
1111,종로구,서울특별시,서울역사박물관,7,3537,96291
1114,중구,서울특별시,덕수궁,8,13791,97241
1114,중구,서울특별시,서울시립미술관 본관,9,0,120222
1135,노원구,서울특별시,태릉 ·  강릉 · 조선왕릉전시관,10,21,4841
1141,서대문구,서울특별시,서대문형무소역사관,11,5364,21556
1141,서대문구,서울특별시,서대문자연사박물관,12,0,31214
1144,마포구,서울특별시,트릭아이미술관,13,13172,6319
1165,서초구,서울특별시,헌릉ㆍ인릉,14,139,2561
1171,송파구,서울특별시,롯데월드,15,40071,562680
1111,종로구,서울특별시,창덕궁,1,27814,28061
1111,종로구,서울특별시,운현궁,2,546,5978
1111,종로구,서울특별시,경복궁,3,105370,133012
1111,종로구,서울특별시,창경궁,4,1451,15722
1111,종로구,서울특별시,종묘,5,8817,8068
1117,용산구,서울특별시,국립중앙박물관,6,13033,227077
1111,종로구,서울특별시,서울역사박물관,7,1138,78179
1114,중구,서울특별시,덕수궁,8,11151,44855
1114,중구,서울특별시,서울시립미술관 본관,9,0,213467
1135,노원구,서울특별시,태릉 ·  강릉 · 조선왕릉전시관,10,15,1252
1141,서대문구,서울특별시,서대문형무소역사관,11,6625,14090
1141,서대문구,서울특별시,서대문자연사박물관,12,0,18881
1144,마포구,서울특별시,트릭아이미술관,13,24492,9167
1165,서초구,서울특별시,헌릉ㆍ인릉,14,62,860
1171,송파구,서울특별시,롯데월드,15,66868,670056
1111,종로구,서울특별시,창덕궁,1,22253,30490
1111,종로구,서울특별시,경복궁,2,82184,105724
1111,종로구,서울특별시,창경궁,3,1320,17562
1111,종로구,서울특별시,종묘,4,7579,6996
1117,용산구,서울특별시,국립중앙박물관,5,11276,233169
1114,중구,서울특별시,덕수궁,6,7555,46980
1135,노원구,서울특별시,태릉 ·  강릉 · 조선왕릉전시관,7,12,1290
1141,서대문구,서울특별시,서대문형무소역사관,8,0,14838
1141,서대문구,서울특별시,서대문자연사박물관,9,0,24092
1144,마포구,서울특별시,트릭아이미술관,10,20800,17191
1165,서초구,서울특별시,헌릉ㆍ인릉,11,64,813
1168,강남구,서울특별시,선릉·정릉,12,1453,9132
1111,종로구,서울특별시,창덕궁,1,24859,36905
1111,종로구,서울특별시,경복궁,2,92997,140253
1111,종로구,서울특별시,창경궁,3,1350,20990
1111,종로구,서울특별시,종묘,4,8508,7747
1117,용산구,서울특별시,국립중앙박물관,5,8571,192802
1114,중구,서울특별시,덕수궁,6,11506,46825
1135,노원구,서울특별시,태릉 ·  강릉 · 조선왕릉전시관,7,12,1494
1141,서대문구,서울특별시,서대문형무소역사관,8,0,9821
1141,서대문구,서울특별시,서대문자연사박물관,9,0,13630
1144,마포구,서울특별시,트릭아이미술관,10,23813,17144
1165,서초구,서울특별시,헌릉ㆍ인릉,11,68,1178
1168,강남구,서울특별시,선릉·정릉,12,1592,9088
1111,종로구,서울특별시,창덕궁,1,43988,54054
1111,종로구,서울특별시,경복궁,2,119793,179912
1111,종로구,서울특별시,창경궁,3,3100,36389
1111,종로구,서울특별시,종묘,4,15635,13138
1117,용산구,서울특별시,국립중앙박물관,5,10418,196436
1114,중구,서울특별시,덕수궁,6,12102,77718
1135,노원구,서울특별시,태릉 ·  강릉 · 조선왕릉전시관,7,25,4849
1141,서대문구,서울특별시,서대문형무소역사관,8,0,24100
1141,서대문구,서울특별시,서대문자연사박물관,9,0,18866
1144,마포구,서울특별시,트릭아이미술관,10,27340,9114
1165,서초구,서울특별시,헌릉ㆍ인릉,11,133,3030
1168,강남구,서울특별시,선릉·정릉,12,2463,24267
1111,종로구,서울특별시,창덕궁,1,40807,101508
1111,종로구,서울특별시,경복궁,2,130082,276043
1111,종로구,서울특별시,창경궁,3,2902,62810
1111,종로구,서울특별시,종묘,4,10915,15444
1117,용산구,서울특별시,국립중앙박물관,5,10762,226614
1114,중구,서울특별시,덕수궁,6,12512,96402
1135,노원구,서울특별시,태릉 ·  강릉 · 조선왕릉전시관,7,53,2995
1141,서대문구,서울특별시,서대문형무소역사관,8,4163,60970
1141,서대문구,서울특별시,서대문자연사박물관,9,0,26787
1144,마포구,서울특별시,트릭아이미술관,10,28487,5900
1165,서초구,서울특별시,헌릉ㆍ인릉,11,95,3146
1168,강남구,서울특별시,선릉·정릉,12,3124,35449
1111,종로구,서울특별시,창덕궁,1,99693,265795
1111,종로구,서울특별시,경복궁,2,82579,522279
1111,종로구,서울특별시,창경궁,3,2104,119635
1111,종로구,서울특별시,종묘,4,10878,53760
1117,용산구,서울특별시,국립중앙박물관,5,12071,296370
1114,중구,서울특별시,덕수궁,6,10535,103001
1135,노원구,서울특별시,태릉 ·  강릉 · 조선왕릉전시관,7,94,6618
1141,서대문구,서울특별시,서대문형무소역사관,8,5164,80636
1141,서대문구,서울특별시,서대문자연사박물관,9,0,21395
1144,마포구,서울특별시,트릭아이미술관,10,18537,10831
1165,서초구,서울특별시,헌릉ㆍ인릉,11,109,5967
1168,강남구,서울특별시,선릉·정릉,12,2771,47665
1111,종로구,서울특별시,창덕궁,1,37541,83137
1111,종로구,서울특별시,경복궁,2,115003,208081
1111,종로구,서울특별시,창경궁,3,1881,50889
1111,종로구,서울특별시,종묘,4,8388,12628
1117,용산구,서울특별시,국립중앙박물관,5,13513,183498
1114,중구,서울특별시,덕수궁,6,10140,63520
1135,노원구,서울특별시,태릉 ·  강릉 · 조선왕릉전시관,7,25,4789
1141,서대문구,서울특별시,서대문형무소역사관,8,3698,77297
1141,서대문구,서울특별시,서대문자연사박물관,9,0,32152
1144,마포구,서울특별시,트릭아이미술관,10,22324,9647
1165,서초구,서울특별시,헌릉ㆍ인릉,11,64,4424
1168,강남구,서울특별시,선릉·정릉,12,2088,33987
1111,종로구,서울특별시,창덕궁,1,31461,48657
1111,종로구,서울특별시,경복궁,2,162364,203073
1111,종로구,서울특별시,창경궁,3,1671,24995
1111,종로구,서울특별시,종묘,4,8691,9167
1117,용산구,서울특별시,국립중앙박물관,5,17016,238909
1114,중구,서울특별시,덕수궁,6,13544,48941
1135,노원구,서울특별시,태릉 ·  강릉 · 조선왕릉전시관,7,9,1568
1141,서대문구,서울특별시,서대문형무소역사관,8,5289,31750
1141,서대문구,서울특별시,서대문자연사박물관,9,0,31296
1144,마포구,서울특별시,트릭아이미술관,10,24952,19650
1165,서초구,서울특별시,헌릉ㆍ인릉,11,91,1602
1168,강남구,서울특별시,선릉·정릉,12,1708,19108
1111,종로구,서울특별시,창덕궁,1,40040,68571
1111,종로구,서울특별시,경복궁,2,205693,255664
1111,종로구,서울특별시,창경궁,3,2999,33110
1111,종로구,서울특별시,종묘,4,11619,17067
1117,용산구,서울특별시,국립중앙박물관,5,15595,365305
1114,중구,서울특별시,덕수궁,6,12830,65233
1135,노원구,서울특별시,태릉 ·  강릉 · 조선왕릉전시관,7,24,2532
1141,서대문구,서울특별시,서대문형무소역사관,8,8146,89168
1141,서대문구,서울특별시,서대문자연사박물관,9,0,48459
1144,마포구,서울특별시,트릭아이미술관,10,29694,50528
